date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:42:00	120569/120569	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:41:59%20GMT	https://static.wixstatic.com/media/38eadc_9c2ce3783781489eb807c99c34c4707c~mv2.png/v1/fill/w_357,h_357,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/113-SMA_TRINITAS_BANDUNG.png	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/38eadc_9c2ce3783781489eb807c99c34c4707c_mv2.png/v1/fill/w_357,h_357,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/113-SMA_TRINITAS_BANDUNG.png	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:01	5252/5252	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:42:00%20GMT	https://static.wixstatic.com/media/d9aaad_02143b76117b4caeb9c177068c217108~mv2.jpg/v1/fill/w_123,h_174,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_02143b76117b4caeb9c177068c217108~mv2.jpg	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/d9aaad_02143b76117b4caeb9c177068c217108_mv2.jpg/v1/fill/w_123,h_174,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_02143b76117b4caeb9c177068c217108_mv2.jpg	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:01	9009/9009	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:42:00%20GMT	https://static.wixstatic.com/media/d9aaad_588a025a7a21426982c8c5e62ff70a66~mv2.png/v1/fill/w_82,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_588a025a7a21426982c8c5e62ff70a66~mv2.png	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/d9aaad_588a025a7a21426982c8c5e62ff70a66_mv2.png/v1/fill/w_82,h_82,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_588a025a7a21426982c8c5e62ff70a66_mv2.png	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:01	25545/25545	---M-Z	200	added ('OK')	application/javascript	etag:W/%22deae894670b81e2b7527b0ff4d11c80a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/8875.4f0e86e1.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/wix-thunderbolt/dist/8875.4f0e86e1.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:01	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/reog/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:02	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:01%20GMT	https://jonathanbernard222.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/sitemap.d.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:03	2484/2484	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:02%20GMT	https://jonathanbernard222.wixsite.com/feed.xml	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/feed.e.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:03	124476/124476	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e4c1ab124cc66a5d8013c4302640702a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.569be6c3.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.569be6c3.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:03	256617/256617	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274239bee453d86fb7bb40c753dfeaecf%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.b0d83c2c.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/wix-thunderbolt/dist/main.b0d83c2c.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:03	152/152	---M--	200	added ('OK')	application/javascript	etag:%2217dc6142a5674dc31c4e4ac8ab3502fc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:03	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:04	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:04	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:04	6088/6088	---M-Z	200	added ('OK')	application/javascript	etag:W/%220022d406fbbd37299590c9dfcb9e8438%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:05	2484/2484	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:04%20GMT	https://jonathanbernard222.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/decodeURIComponent(e.16.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:05	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog)
07:42:06	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:05%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/s	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/s.18.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:07	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:05%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/t	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/t.19.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:07	14113/14113	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Feb%202025%2000:42:06%20GMT	https://static.wixstatic.com/media/d9aaad_9b50cc59b0784a12b566578a7aedafcf~mv2.png/v1/fill/w_81,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_9b50cc59b0784a12b566578a7aedafcf~mv2.png	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/d9aaad_9b50cc59b0784a12b566578a7aedafcf_mv2.png/v1/fill/w_81,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d9aaad_9b50cc59b0784a12b566578a7aedafcf_mv2.png	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:08	2482/2482	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2001%20Feb%202025%2000:42:07%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/robots.txt	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/robots.1b.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:08	273/273	---M--	200	added ('OK')	text/xml	etag:W/%22111-cEWvmVVeWcSHKMGDDi1Xc6CXi80%22	https://jonathanbernard222.wixsite.com/the-great-reog/sitemap.xml	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/sitemap.xml	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:09	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:08%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/feed.xml	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/feed.1d.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:10	2482/2482	---MCZ	400	error ('Bad%20Request')	text/html	date:Sat,%2001%20Feb%202025%2000:42:08%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/decodeURIComponent(e	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/decodeURIComponent(e.1e.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-5)
07:42:11	58550/58550	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:42:10%20GMT	https://static.wixstatic.com/media/d9aaad_02143b76117b4caeb9c177068c217108~mv2.jpg/v1/fill/w_396,h_563,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20250130-WA0003.jpg	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/d9aaad_02143b76117b4caeb9c177068c217108_mv2.jpg/v1/fill/w_396,h_563,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG-20250130-WA0003.jpg	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
07:42:11	2485/2485	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Feb%202025%2000:42:10%20GMT	https://jonathanbernard222.wixsite.com/the-great-reog/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/reog/jonathanbernard222.wixsite.com/the-great-reog/media/emptystate.85a4add5.20.delayed	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
07:42:12	36140/36140	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:42:11%20GMT	https://static.wixstatic.com/media/38eadc_c3ecf5400b814206a3bc3890fb8d3157~mv2.jpg/v1/fit/w_316,h_464,q_90/38eadc_c3ecf5400b814206a3bc3890fb8d3157~mv2.jpg	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/38eadc_c3ecf5400b814206a3bc3890fb8d3157_mv2.jpg/v1/fit/w_316,h_464,q_90/38eadc_c3ecf5400b814206a3bc3890fb8d3157_mv2.jpg	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
07:42:12	50045/50045	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:42:11%20GMT	https://static.wixstatic.com/media/38eadc_8012178a19c9450fbfbf8652a7836c06~mv2.jpg/v1/fit/w_339,h_464,q_90/38eadc_8012178a19c9450fbfbf8652a7836c06~mv2.jpg	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/38eadc_8012178a19c9450fbfbf8652a7836c06_mv2.jpg/v1/fit/w_339,h_464,q_90/38eadc_8012178a19c9450fbfbf8652a7836c06_mv2.jpg	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
07:42:13	46643/46643	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Feb%202025%2000:42:12%20GMT	https://static.wixstatic.com/media/38eadc_d7b1dd0b5cf3463f91ac40b25d2701b5~mv2.jpg/v1/fit/w_304,h_464,q_90/38eadc_d7b1dd0b5cf3463f91ac40b25d2701b5~mv2.jpg	C:/My%20Web%20Sites/reog/static.wixstatic.com/media/38eadc_d7b1dd0b5cf3463f91ac40b25d2701b5_mv2.jpg/v1/fit/w_304,h_464,q_90/38eadc_d7b1dd0b5cf3463f91ac40b25d2701b5_mv2.jpg	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
07:42:13	975390/975390	---M-Z	200	added ('OK')	application/javascript	etag:W/%220e2d0e5f687d9eb2ae0bf31499df81d1%22	https://static.parastorage.com/services/pro-gallery-tpa/1.1102.0/WixProGalleryViewerWidget.bundle.min.js	C:/My%20Web%20Sites/reog/static.parastorage.com/services/pro-gallery-tpa/1.1102.0/WixProGalleryViewerWidget.bundle.min.js	(from https://jonathanbernard222.wixsite.com/the-great-reog/about-6)
